,job_title,company_name,inferred_city,inferred_state,inferred_country,post_date,salary_offered
0,Data Scientist,FARMERS INSURANCE GROUP,Woodland hills,California,Usa,2/6/2019,
1,Data Scientist,LUXOFT USA INC,Middletown,New jersey,Usa,2/5/2019,
2,Data Scientist,CINCINNATI BELL TECHNOLOGY SOLUTIONS,New york,New york,Usa,2/5/2019,
3,Data Scientist,BLACKROCK,New york,New york,Usa,2/6/2019,
4,Data Scientist,CYBERCODERS,Charlotte,North carolina,Usa,2/5/2019,
5,Data Scientist,JP MORGAN CHASE,New york,New york,Usa,2/5/2019,
6,Data Scientist,SPOTIFY,New york,New york,Usa,2/6/2019,
7,Data Scientist,XORIANT CORPORATION,Santa clara,California,Usa,2/6/2019,
8,Data Scientist,BLACKROCK,New york,New york,Usa,2/6/2019,
9,Data Scientist,ADROIT RESOURCES,San francisco,California,Usa,2/5/2019,
10,Data Scientist,NORTHROP GRUMMAN,Monterey,California,Usa,2/6/2019,
11,Data Scientist,ENVOY CONSULTING GROUP,Reston,Virginia,Usa,2/5/2019,
12,Data Scientist,NOBLIS,Reston,Virginia,Usa,2/6/2019,
13,Data Scientist,ARUP LABORATORIES,Salt lake city,Utah,Usa,2/6/2019,
14,Data Scientist,PERSPECTA,Washington,Washington d.c.,Usa,2/5/2019,
15,Data Scientist,PYRAMID CONSULTING,Mclean,Virginia,Usa,2/5/2019,
16,Data Scientist,ORPINE.COM,Boston,Massachusetts,Usa,2/5/2019,
17,Data Scientist,APEIRO TECHNOLOGIES,Mclean,Virginia,Usa,2/5/2019,
18,Data Scientist,BANK OF AMERICA,Seattle,Washington,Usa,2/6/2019,
19,Data Scientist,SALLIE MAE,Newark,Delaware,Usa,2/6/2019,
20,Data Scientist,TABOOLA,Los angeles,California,Usa,2/6/2019,
21,Data Scientist,VIDEOAMP,Santa monica,California,Usa,2/6/2019,
22,Data Scientist,APPLE,Cambridge,Massachusetts,Usa,2/6/2019,
23,Data Scientist,AMTEX ENTERPRISES,Plano,Texas,Usa,2/6/2019,
24,Data Scientist,SYSMIND,Dallas,Texas,Usa,2/5/2019,
25,Data Scientist,FOCUZMINDZ,Dallas,Texas,Usa,2/5/2019,
26,Data Scientist,DIGITAL INTELLIGENCE SYSTEMS,Houston,Texas,Usa,2/5/2019,
27,Data Scientist,ADVENT GLOBAL SOLUTIONS,Bothell,Washington,Usa,2/5/2019,
28,Data Scientist,RESOURCE INFORMATICS GROUP,Houston,Texas,Usa,2/6/2019,
29,Data Scientist,VIRI TECHNOLOGY,Seattle,Washington,Usa,2/6/2019,
30,Data Scientist,KFORCE TECHNOLOGY STAFFING,Irvine,California,Usa,2/7/2019,
31,Data Scientist,L3 TECHNOLOGIES,Chantilly,Virginia,Usa,2/3/2019,
32,Data Scientist,APEX SYSTEMS,West chester,Ohio,Usa,2/5/2019,
33,Data Scientist,JEFFERSON FRANK,Tallahassee,Florida,Usa,2/5/2019,
34,Data Scientist,5 STAR GLOBAL RECRUITMENT PARTNERS,Dallas,Texas,Usa,2/5/2019,
35,Data Scientist,IQVIA,Plymouth meeting,Pennsylvania,Usa,2/5/2019,
36,Data Scientist,GRANT THORNTON LLP,Alexandria,Virginia,Usa,2/5/2019,
37,Data Scientist,EXPERIS,Seattle,Washington,Usa,2/5/2019,
38,Data Scientist,JEFFERSON FRANK,Tampa,Florida,Usa,2/5/2019,
39,Data Scientist,STAFFING TECHNOLOGIES,Boston,Massachusetts,Usa,2/1/2019,
40,Data Scientist,AEROTEK,Waltham,Massachusetts,Usa,2/5/2019,
41,Data Scientist,KRAFT HEINZ COMPANY,San francisco,California,Usa,2/6/2019,
42,Data Scientist,CRITEO,Palo alto,California,Usa,2/6/2019,
43,Data Scientist,COMCAST,Philadelphia,Pennsylvania,Usa,2/6/2019,
44,Data Scientist,FIREEYE,Reston,Virginia,Usa,2/6/2019,
45,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/6/2019,
46,Data Scientist,BANK OF AMERICA,Charlotte,North carolina,Usa,2/6/2019,
47,Data Scientist,KFORCE TECHNOLOGY,Irvine,California,Usa,2/5/2019,
48,Data Scientist,HAMILTON TECHNICAL PERSONNEL,New york,New york,Usa,2/6/2019,
49,Data Scientist,USM BUSINESS SYSTEMS,New york,New york,Usa,2/6/2019,
50,Data Scientist,UBERGIG,New york,New york,Usa,2/6/2019,
51,Data Scientist,INFOBAHN SOFTWORLD INC.,South san francisco,California,Usa,2/8/2019,
52,Data Scientist,PAYETTE GROUP,San francisco,California,Usa,2/7/2019,
53,Data Scientist,SPECTRA GROUP,Jersey city,New jersey,Usa,2/6/2019,
54,Data Scientist,NORTHROP GRUMMAN,Monterey,California,Usa,2/6/2019,
55,Data Scientist,IT ASSOCIATES,Rosemont,Illinois,Usa,2/6/2019,
56,Data Scientist,VEEAR,Milpitas,California,Usa,2/6/2019,
57,Data Scientist,XORIANT CORPORATION,Menlo park,California,Usa,2/6/2019,
58,Data Scientist,IT ASSOCIATES,Des plaines,Illinois,Usa,2/6/2019,
59,Data Scientist,CYNET SYSTEMS,Foster city,California,Usa,2/6/2019,
61,Data Scientist,HL SOLUTIONS,San jose,California,Usa,2/6/2019,
62,Data Scientist,VERTISYSTEM INC.,Santa clara,California,Usa,2/6/2019,
63,Data Scientist,SPIN ANALYTICS AND STRATEGY,San mateo,California,Usa,2/6/2019,
64,Data Scientist,MWIDM INC.,Mclean,Virginia,Usa,2/6/2019,
65,Data Scientist,CISCO CAREERS,,North carolina,Usa,2/7/2019,
66,Data Scientist,EXPERIS,Alexandria,Virginia,Usa,2/7/2019,
67,Data Scientist,DIGITAL MANAGEMENT,Cincinnati,Ohio,Usa,2/7/2019,
68,Data Scientist,ACI WORLDWIDE,Chantilly,Virginia,Usa,2/7/2019,
69,Data Scientist,BOOZ ALLEN HAMILTON,Washington,Washington d.c.,Usa,2/7/2019,
70,Data Scientist,MID-ATLANTIC PERMANENTE MEDICAL GROUP PC,Rockville,Maryland,Usa,2/7/2019,
71,Data Scientist,TABOOLA,Los angeles,California,Usa,2/7/2019,
72,Data Scientist,TEKSYSTEMS,Charlotte,North carolina,Usa,2/7/2019,
73,Data Scientist,PRIDEVEL CONSULTING,Renton,Washington,Usa,2/6/2019,
74,Data Scientist,TEKVALLEY,Sunnyvale,California,Usa,2/7/2019,
75,Data Scientist,INTRALINKS,Waltham,Massachusetts,Usa,2/7/2019,
76,Data Scientist,ENFEC,Bellevue,Washington,Usa,2/6/2019,
77,Data Scientist,COMMERCIAL PROGRAMMING SYSTEMS,Los angeles,California,Usa,2/6/2019,
78,Data Scientist,LOTUS SUITES USA,Houston,Texas,Usa,2/6/2019,
79,Data Scientist,CARGILL,Plymouth,Minnesota,Usa,2/6/2019,
80,Data Scientist,BAKER HUGHES A GE COMPANY,Houston,Texas,Usa,2/7/2019,
81,Data Scientist,COLLABERA,Mclean,Virginia,Usa,2/6/2019,
82,Data Scientist,TEKSYSTEMS,Charlotte,North carolina,Usa,2/6/2019,
83,Data Scientist,EXPERIS,Alexandria,Virginia,Usa,2/6/2019,
84,Data Scientist,WIMMER SOLUTIONS,El segundo,California,Usa,2/6/2019,
85,Data Scientist,THE JUDGE GROUP,,Missouri,Usa,2/7/2019,
86,Data Scientist,AEROTEK,Waltham,Massachusetts,Usa,2/6/2019,
87,Data Scientist,W.R. BERKLEY,Urbandale,Iowa,Usa,2/6/2019,
88,Data Scientist,T-MOBILE,Bellevue,Washington,Usa,2/7/2019,
89,Data Scientist,TESORIO,San francisco,California,Usa,2/7/2019,
90,Data Scientist,AUTODESK,San francisco,California,Usa,2/7/2019,
91,Data Scientist,NATIONAL RENEWABLE ENERGY LABORATORY,Golden,Colorado,Usa,2/7/2019,
92,Data Scientist,FEDEX SERVICES,Memphis,Tennessee,Usa,2/7/2019,
93,Data Scientist,ADVANTINE TECHNOLOGIES,Redmond,Washington,Usa,2/7/2019,
94,Data Scientist,WALMART STORES,Bentonville,Arkansas,Usa,2/7/2019,
95,Data Scientist,SYSCO,Houston,Texas,Usa,2/7/2019,
96,Data Scientist,WAYFAIR,Boston,Massachusetts,Usa,2/6/2019,
97,Data Scientist,LIBRA SERVICES,New york,New york,Usa,2/7/2019,
98,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/7/2019,
99,Data Scientist,MID-ATLANTIC PERMANENTE MEDICAL GROUP PC,Rockville,Maryland,Usa,2/7/2019,
100,Data Scientist,MICROSOFT,,Alabama,Usa,2/7/2019,
101,Data Scientist,KFORCE TECHNOLOGY,Juno beach,Florida,Usa,2/7/2019,
102,Data Scientist,NIGEL FRANK INTERNATIONAL US,Seattle,Washington,Usa,2/6/2019,
103,Data Scientist,QED NATIONAL,San jose,California,Usa,2/9/2019,
104,Data Scientist,SOHO SQUARE SOLUTIONS,New york,New york,Usa,2/7/2019,
105,Data Scientist,USM BUSINESS SYSTEMS,New york,New york,Usa,2/7/2019,
106,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
107,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
108,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
109,Data Scientist,NET2SOURCE INC.,San francisco,California,Usa,2/7/2019,
110,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
111,Data Scientist,CYBERCODERS,Melrose park,Illinois,Usa,2/7/2019,
112,Data Scientist,MEDLINE INDUSTRIES INC,Northfield,Illinois,Usa,2/9/2019,
113,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
114,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
115,Data Scientist,IT ASSOCIATES,Rosemont,Illinois,Usa,2/7/2019,
116,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/7/2019,
117,Data Scientist,CYBERCODERS,Berkeley,California,Usa,2/7/2019,
118,Data Scientist,CYBERCODERS,Chicago,Illinois,Usa,2/7/2019,
119,Data Scientist,KFORCE TECHNOLOGY STAFFING,Atlanta,Georgia,Usa,2/9/2019,
120,Data Scientist,CYBERCODERS,Chicago,Illinois,Usa,2/7/2019,
121,Data Scientist,DELOITTE,Five points,Georgia,Usa,2/8/2019,
122,Data Scientist,IT ASSOCIATES,Des plaines,Illinois,Usa,2/7/2019,
123,Data Scientist,TRUPANION,Seattle,Washington,Usa,2/8/2019,
124,Data Scientist,APPDYNAMICS,San francisco,California,Usa,2/8/2019,
125,Data Scientist,KANE PARTNERS,King of prussia,Pennsylvania,Usa,2/8/2019,
126,Data Scientist,THE HERSHEY COMPANY,Hershey,Pennsylvania,Usa,2/8/2019,
127,Data Scientist,CALIFORNIA STATE UNIVERSITY,,California,Usa,2/7/2019,
128,Data Scientist,IHEARTMEDIA,San antonio,Texas,Usa,2/8/2019,
129,Data Scientist,PETERBILT MOTORS,Denton,Texas,Usa,2/7/2019,
130,Data Scientist,TABOOLA,Los angeles,California,Usa,2/8/2019,
131,Data Scientist,SAIC,Washington,Washington d.c.,Usa,2/7/2019,
132,Data Scientist,CYBERCODERS,Washington,Washington d.c.,Usa,2/7/2019,
133,Data Scientist,CYBERCODERS,Dallas,Texas,Usa,2/7/2019,
134,Data Scientist,KLAXONTECH,Dallas,Texas,Usa,2/7/2019,
135,Data Scientist,CYBERCODERS,Boston,Massachusetts,Usa,2/7/2019,
136,Data Scientist,RESOURCE CONSULTING SERVICES,Seattle,Washington,Usa,2/7/2019,
137,Data Scientist,STAFFING TECHNOLOGIES,Redmond,Washington,Usa,2/7/2019,
138,Data Scientist,KFORCE TECHNOLOGY,Atlanta,Georgia,Usa,2/7/2019,
139,Data Scientist,MV TRANSPORTATION,Dallas,Texas,Usa,2/7/2019,
140,Data Scientist,MAVEN WORKFORCE,Costa mesa,California,Usa,2/7/2019,
141,Data Scientist,AEROTEK,Waltham,Massachusetts,Usa,2/7/2019,
143,Data Scientist,CYBERCODERS,Seattle,Washington,Usa,2/7/2019,
144,Data Scientist,CYBERCODERS,Houston,Texas,Usa,2/7/2019,
145,Data Scientist,CYBERCODERS,Santa monica,California,Usa,2/7/2019,
146,Data Scientist,RHINO RECRUITING,Los angeles,California,Usa,2/7/2019,
147,Data Scientist,CYBERCODERS,Irvine,California,Usa,2/7/2019,
148,Data Scientist,CYBERCODERS,Houston,Texas,Usa,2/7/2019,
149,Data Scientist,CYBERCODERS,Santa monica,California,Usa,2/7/2019,
150,Data Scientist,CYBERCODERS,Newport beach,California,Usa,2/7/2019,
151,Data Scientist,XORIANT CORPORATION,Austin,Texas,Usa,2/8/2019,
152,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/7/2019,
153,Data Scientist,CYBERCODERS,West hollywood,California,Usa,2/7/2019,
154,Data Scientist,CYBERCODERS,San diego,California,Usa,2/7/2019,
155,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/7/2019,
156,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/7/2019,
157,Data Scientist,CGI GROUP,Bloomfield,Connecticut,Usa,2/8/2019,
159,Data Scientist,CAPGEMINI,Bloomfield,New jersey,Usa,2/8/2019,
160,Data Scientist,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,Scotts valley,California,Usa,2/8/2019,
161,Data Scientist,INTUIT,Mountain view,California,Usa,2/8/2019,
162,Data Scientist,SIEMENS,Tarrytown,New york,Usa,2/8/2019,
163,Data Scientist,TEXTIO,Seattle,Washington,Usa,2/8/2019,
164,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/8/2019,
165,Data Scientist,DUPONT,Wilmington,Delaware,Usa,2/8/2019,
166,Data Scientist,TEXTIO,Seattle,Washington,Usa,2/8/2019,
167,Data Scientist,SIEMENS,Cary,North carolina,Usa,2/8/2019,
168,Data Scientist,HQ TRIVIA,New york,New york,Usa,2/8/2019,
169,Data Scientist,BOOZ ALLEN HAMILTON,Belcamp,Maryland,Usa,2/8/2019,
170,Data Scientist,UNILEVER,Englewood cliffs,New jersey,Usa,2/8/2019,
171,Data Scientist,ACT,Lakewood,Colorado,Usa,2/8/2019,
172,Data Scientist,ACT,Lakewood,Colorado,Usa,2/8/2019,
173,Data Scientist,KELLTON TECH,Jersey city,New jersey,Usa,2/8/2019,
174,Data Scientist,PERITUS INC.,Franklin lakes,New jersey,Usa,2/8/2019,
175,Data Scientist,METABYTE,Greenwich,Connecticut,Usa,2/8/2019,
176,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
177,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
178,Data Scientist,MORNING CONSULT,Logan circle,Washington d.c.,Usa,2/8/2019,
179,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
180,Data Scientist,WININFOSYS,Chicago,Illinois,Usa,2/8/2019,
181,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
182,Data Scientist,HOBSONS,Arlington,Virginia,Usa,2/9/2019,
183,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
184,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
185,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
186,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
187,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
188,Data Scientist,BANK OF AMERICA,Seattle,Washington,Usa,2/9/2019,
189,Data Scientist,COSOURCING PARTNERS,Chicago,Illinois,Usa,2/8/2019,
190,Data Scientist,UNILEVER,Englewood cliffs,New jersey,Usa,2/9/2019,
191,Data Scientist,CYBERCODERS,Arlington,Virginia,Usa,2/8/2019,
192,Data Scientist,LAWRENCE HARVEY,Dallas,Texas,Usa,2/8/2019,
193,Data Scientist,SERVICELINK INFORMATION TECHNOLOGY,Virginia beach,Virginia,Usa,2/9/2019,
194,Data Scientist,ACI INFOTECH,Boston,Massachusetts,Usa,2/8/2019,
195,Data Scientist,TEKPROS INC,Dallas,Texas,Usa,2/8/2019,
196,Data Scientist,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,,Alabama,Usa,2/8/2019,
197,Data Scientist,FACEBOOK,Menlo park,California,Usa,2/9/2019,
198,Data Scientist,TABOOLA,Los angeles,California,Usa,2/9/2019,
199,Data Scientist,SIEMENS,Malvern,Pennsylvania,Usa,2/9/2019,
200,Data Scientist,GENESIS10,Charlotte,North carolina,Usa,2/9/2019,
201,Data Scientist,CYBERCODERS,Dallas,Texas,Usa,2/7/2019,
202,Data Scientist,PRATT & WHITNEY,East hartford,Connecticut,Usa,2/8/2019,
203,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/8/2019,
204,Data Scientist,TECHGNITE,Costa mesa,California,Usa,2/8/2019,
205,Data Scientist,CYBERCODERS,Glendale,California,Usa,2/8/2019,
206,Data Scientist,CYBERCODERS,San diego,California,Usa,2/8/2019,
207,Data Scientist,JEFFERSON FRANK,West new york,New jersey,Usa,2/8/2019,
208,Data Scientist,APEX SYSTEMS,Broomfield,Colorado,Usa,2/8/2019,
209,Data Scientist,AETNA,Hartford,Connecticut,Usa,2/8/2019,
210,Data Scientist,WINDSTREAM,Rochester,New york,Usa,2/8/2019,
211,Data Scientist,AETNA,Hartford,Connecticut,Usa,2/8/2019,
212,Data Scientist,SCIENTIFIC GAMES,Alpharetta,Georgia,Usa,2/9/2019,
213,Data Scientist,WESTERN ALLIANCE BANK,Phoenix,Arizona,Usa,2/8/2019,
214,Data Scientist,INTUIT INC,Mountain view,California,Usa,2/8/2019,
215,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/9/2019,
216,Data Scientist,INTUIT,Mountain view,California,Usa,2/8/2019,
217,Data Scientist,OBSIDIAN SECURITY,Newport beach,California,Usa,2/9/2019,
218,Data Scientist,KELACA IS AN EQUAL OPPORTUNITY EMPLOYER,Cary,North carolina,Usa,2/9/2019,
219,Data Scientist,NATIONAL RENEWABLE ENERGY LABORATORY,Golden,Colorado,Usa,2/9/2019,
220,Data Scientist,FIREEYE,Reston,Virginia,Usa,2/9/2019,
221,Data Scientist,JEFFERSON FRANK,Chicago,Illinois,Usa,2/8/2019,
222,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
223,Data Scientist,IQVIA,Plymouth meeting,Pennsylvania,Usa,2/9/2019,
224,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
225,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
226,Data Scientist,MAST GLOBAL,Reynoldsburg,Ohio,Usa,2/9/2019,
227,Data Scientist,HUXLEY BANKING & FINANCIAL SERVICES,Boston,Massachusetts,Usa,2/11/2019,
228,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/8/2019,
229,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/9/2019,
230,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/9/2019,
231,Data Scientist,ETTAIN GROUP,Cary,North carolina,Usa,2/10/2019,
232,Data Scientist,TABOOLA,Los angeles,California,Usa,2/10/2019,
233,Data Scientist,SOCURE,New york,New york,Usa,2/9/2019,
234,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
235,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/8/2019,
236,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/10/2019,
237,Data Scientist,GARTNER,Stamford,Connecticut,Usa,2/9/2019,
238,Data Scientist,NIKE,Beaverton,Oregon,Usa,2/9/2019,
239,Data Scientist,STAPLES,Framingham,Massachusetts,Usa,2/9/2019,
240,Data Scientist,STAPLES,Seattle,Washington,Usa,2/9/2019,
241,Data Scientist,NEW YORK CITY DEPT OF INFO TECH & TELECOMM,Brooklyn,New york,Usa,2/9/2019,
242,Data Scientist,CYBERCODERS,New york,New york,Usa,2/9/2019,
243,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/9/2019,
244,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
245,Data Scientist,SPECTRA GROUP,Jersey city,New jersey,Usa,2/10/2019,
246,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/9/2019,
247,Data Scientist,CYBERCODERS,New york,New york,Usa,2/9/2019,
248,Data Scientist,CYBERCODERS,Philadelphia,Pennsylvania,Usa,2/9/2019,
249,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/9/2019,
250,Data Scientist,WEWORK,Palo alto,California,Usa,2/9/2019,
251,Data Scientist,BANK OF AMERICA,Seattle,Washington,Usa,2/10/2019,
252,Data Scientist,CYBERCODERS,West menlo park,California,Usa,2/9/2019,
253,Data Scientist,JEFFERSON FRANK,Tampa,Florida,Usa,2/11/2019,
254,Data Scientist,ACT,Lakewood,Colorado,Usa,2/11/2019,
255,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/11/2019,
256,Data Scientist,TABOOLA,Los angeles,California,Usa,2/11/2019,
257,Data Scientist,TEKSYSTEMS,Palm beach gardens,Florida,Usa,2/10/2019,
258,Data Scientist,GENWORTH,Richmond,Virginia,Usa,2/11/2019,
259,Data Scientist,TWITTER,San francisco,California,Usa,2/10/2019,
260,Data Scientist,ACT,Lakewood,Colorado,Usa,2/10/2019,
261,Data Scientist,INFICARE TECHNOLOGIES,San jose,California,Usa,2/13/2019,
262,Data Scientist,TEKSYSTEMS,Tulsa,Oklahoma,Usa,2/11/2019,
263,Data Scientist,TALENT ENVOY,Jersey city,New jersey,Usa,2/13/2019,
264,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/11/2019,
265,Data Scientist,QCENTUM TECHNOLOGIES,San jose,California,Usa,2/11/2019,
266,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/11/2019,
267,Data Scientist,EPROINFOSYSTEMS,San francisco,California,Usa,2/11/2019,
268,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/11/2019,
269,Data Scientist,LAST WORD CONSULTING,San jose,California,Usa,2/11/2019,
270,Data Scientist,DIVIHN INTEGRATION INC.,Lisle,Illinois,Usa,2/11/2019,
271,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/11/2019,
272,Data Scientist,APTASK,Palo alto,California,Usa,2/11/2019,
273,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/11/2019,
274,Data Scientist,OMEGA HIRES,San jose,California,Usa,2/11/2019,
275,Data Scientist,AMEEX TECHNOLOGIES CORPORATION,San jose,California,Usa,2/11/2019,
276,Data Scientist,VIVA USA,Lisle,Illinois,Usa,2/12/2019,
277,Data Scientist,ASCENT SERVICES GROUP,Chicago,Illinois,Usa,2/12/2019,
278,Data Scientist,CYBERCODERS,Chicago,Illinois,Usa,2/11/2019,
279,Data Scientist,TECH MAHINDRA (AMERICAS) INC.,Lisle,Illinois,Usa,2/11/2019,
280,Data Scientist,COMPUTER RESOURCE SOLUTIONS,Lisle,Illinois,Usa,2/11/2019,
281,Data Scientist,SRISHTI TEK INC,Atlanta,Georgia,Usa,2/11/2019,
282,Data Scientist,ELIASSEN GROUP,Mclean,Virginia,Usa,2/12/2019,
283,Data Scientist,CBRE,Long island city,New york,Usa,2/12/2019,
284,Data Scientist,BLUEVINE,Redwood city,California,Usa,2/12/2019,
285,Data Scientist,BLUEVINE,Redwood city,California,Usa,2/12/2019,
286,Data Scientist,BUSINESS AND TECHNOLOGY SOLUTIONS,Cambridge,Massachusetts,Usa,2/11/2019,
287,Data Scientist,CYBERCODERS,Palm beach gardens,Florida,Usa,2/11/2019,
288,Data Scientist,EVENTBRITE,San francisco,California,Usa,2/12/2019,
289,Data Scientist,CGI GROUP,Lawrenceville,Pennsylvania,Usa,2/12/2019,
290,Data Scientist,ROC SEARCH,Houston,Texas,Usa,2/12/2019,
291,Data Scientist,CHS INC.,Inver grove heights,Minnesota,Usa,2/12/2019,
292,Data Scientist,TABOOLA,Los angeles,California,Usa,2/12/2019,
293,Data Scientist,STRATEGIC STAFFING SOLUTIONS,Charlotte,North carolina,Usa,2/12/2019,
294,Data Scientist,CYBERCODERS,Los angeles,California,Usa,2/11/2019,
295,Data Scientist,CYBERCODERS,Glendale,California,Usa,2/11/2019,
296,Data Scientist,APEX SYSTEMS,Wilmington,Delaware,Usa,2/12/2019,
297,Data Scientist,STRATEGIC STAFFING SOLUTIONS,Charlotte,North carolina,Usa,2/11/2019,
298,Data Scientist,AEROTEK,Waltham,Massachusetts,Usa,2/11/2019,
299,Data Scientist,KFORCE TECHNOLOGY,Cary,North carolina,Usa,2/11/2019,
300,Data Scientist,CYBERCODERS,Charlotte,North carolina,Usa,2/11/2019,
301,Data Scientist,GLOCOMMS,San francisco,California,Usa,2/12/2019,
302,Data Scientist,COMPUTER RESOURCE SOLUTIONS,Lisle,Illinois,Usa,2/11/2019,
303,Data Scientist,PPL CORPORATION,Allentown,Pennsylvania,Usa,2/11/2019,
304,Data Scientist,AMGEN,Thousand oaks,California,Usa,2/12/2019,
305,Data Scientist,SQUARE,San francisco,California,Usa,2/12/2019,
306,Data Scientist,TECH MAHINDRA,Lisle,Illinois,Usa,2/11/2019,
307,Data Scientist,AMGEN,Thousand oaks,California,Usa,2/12/2019,
308,Data Scientist,COMPUTER FUTURES,Oklahoma city,Oklahoma,Usa,2/11/2019,
309,Data Scientist,TEKSYSTEMS,Juno beach,Florida,Usa,2/11/2019,
310,Data Scientist,CGI VETERANS JOBS,Pittsburgh,Pennsylvania,Usa,2/12/2019,
311,Data Scientist,LAWRENCE LIVERMORE NATIONAL LABORATORY (LLNL),Livermore,California,Usa,2/12/2019,
312,Data Scientist,AMGEN,Thousand oaks,California,Usa,2/12/2019,
313,Data Scientist,PHAIDON INTERNATIONAL,San francisco,California,Usa,2/14/2019,
315,Data Scientist,SOFTWARE TECH ENTERPRISES,Baltimore,Maryland,Usa,2/13/2019,
316,Data Scientist,KFORCE TECHNOLOGY STAFFING,San jose,California,Usa,2/14/2019,
317,Data Scientist,NET2SOURCE INC.,Piscataway,New jersey,Usa,2/12/2019,
318,Data Scientist,RISHABH SOFTWARE PVT. LTD,Palo alto,California,Usa,2/12/2019,
319,Data Scientist,XPO LOGISTICS,Portland,Oregon,Usa,2/12/2019,
320,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/12/2019,
321,Data Scientist,CYNET SYSTEMS,San francisco,California,Usa,2/12/2019,
322,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/12/2019,
323,Data Scientist,ASCENDUM,Cincinnati,Ohio,Usa,2/12/2019,
324,Data Scientist,IDC TECHNOLOGIES,San jose,California,Usa,2/13/2019,
325,Data Scientist,SECURUS TECHNOLOGIES INC,Southborough,Massachusetts,Usa,2/12/2019,
326,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/12/2019,
327,Data Scientist,CYGNUS PROFESSIONALS,San francisco,California,Usa,2/12/2019,
328,Data Scientist,VHIRE,Sunnyvale,California,Usa,2/12/2019,
329,Data Scientist,CYBERCODERS,Palo alto,California,Usa,2/12/2019,
330,Data Scientist,IT ASSOCIATES,Rosemont,Illinois,Usa,2/13/2019,
331,Data Scientist,CYBERCODERS,San francisco,California,Usa,2/12/2019,
332,Data Scientist,CYBERCODERS,Washington,Washington d.c.,Usa,2/12/2019,
333,Data Scientist,TRIGINT SOLUTIONS,Washington,Washington d.c.,Usa,2/12/2019,
334,Data Scientist,PYRAMID CONSULTING,Atlanta,Georgia,Usa,2/12/2019,
335,Data Scientist,CAPGEMINI,New york,New york,Usa,2/13/2019,
336,Data Scientist,FACEBOOK,Menlo park,California,Usa,2/13/2019,
337,Data Scientist,HMS,,Texas,Usa,2/13/2019,
338,Data Scientist,CAPGEMINI,New york,New york,Usa,2/13/2019,
339,Data Scientist,NEXTERA ENERGY,Miami,Florida,Usa,2/13/2019,
340,Data Scientist,MICRON,Boise,Idaho,Usa,2/13/2019,
341,Data Scientist,CAPGEMINI,New york,New york,Usa,2/13/2019,
